Ensembl Gene ID	Band
ENSG00000249186	q35.3
ENSG00000214351	q35.3
ENSG00000249684	q35.3
ENSG00000273841	q13.2
ENSG00000113205	q31.3
ENSG00000250101	q35.3
ENSG00000249363	q32
ENSG00000225407	q13.3
ENSG00000251666	q35.2
ENSG00000170089	q35.3
ENSG00000249713	q13.3
ENSG00000250574	q13.3
ENSG00000181104	q13.3
ENSG00000164220	q13.3
ENSG00000254226	q33.1
ENSG00000251583	q32
ENSG00000113209	q31.3
ENSG00000132915	q32
ENSG00000085231	q13.2
ENSG00000153395	p15.33
ENSG00000113240	q35.3
ENSG00000145839	q31.1
ENSG00000272154	q31.3
ENSG00000272108	q31.3
ENSG00000249607	p14.2
ENSG00000250420	q35.3
ENSG00000196570	q35.3
ENSG00000248288	q12.3
ENSG00000049192	q12.3
ENSG00000271035	p14.1
ENSG00000249996	q23.2
ENSG00000168938	q23.2
ENSG00000274813	q35.3
ENSG00000253725	q35.3
ENSG00000278441	q35.3
ENSG00000162685	p13.3
ENSG00000226400	p13.3
ENSG00000277878	p13.3
ENSG00000120327	q31.3
ENSG00000094880	q31.2
ENSG00000280029	q31.3
ENSG00000249112	q23.2
ENSG00000251456	q23.2
ENSG00000239317	q32
ENSG00000173261	q32
ENSG00000145908	q33.1
ENSG00000280336	q31.3
ENSG00000113211	q31.3
ENSG00000237693	q33.1
ENSG00000112936	p13.1
ENSG00000113645	q34
ENSG00000198055	q35.3
ENSG00000177733	q31.2
ENSG00000131503	q31.3
ENSG00000272070	q31.3
ENSG00000248120	p13.1
ENSG00000205644	q12.3
ENSG00000250732	q12.3
ENSG00000253966	q35.1
ENSG00000253213	q35.1
ENSG00000249359	p14.3
ENSG00000204764	q35.1
ENSG00000205302	q23.2
ENSG00000131188	q35.3
ENSG00000113327	q34
ENSG00000152942	q13.2
ENSG00000250820	q35.2
ENSG00000051596	q35.2
ENSG00000178338	q35.3
ENSG00000246334	q35.3
ENSG00000131187	q35.3
ENSG00000170469	q31.2
ENSG00000185129	q31.3
ENSG00000245146	q31.3
ENSG00000081189	q14.3
ENSG00000272494	q35.2
ENSG00000213328	q35.3
ENSG00000198939	q35.3
ENSG00000253869	q35.3
ENSG00000272431	q35.3
ENSG00000178187	q35.3
ENSG00000164331	q13.2
ENSG00000225940	q11.2
ENSG00000234553	q11.2
ENSG00000270697	q31.2
ENSG00000155511	q33.2
ENSG00000228650	q11.2
ENSG00000113300	q35.3
ENSG00000112984	q31.2
ENSG00000250156	q14.3
ENSG00000145632	q11.2
ENSG00000240083	q14.3
ENSG00000164180	q14.3
ENSG00000187658	q33.3
ENSG00000254066	q34
ENSG00000253693	q34
ENSG00000253801	q13.1
ENSG00000226040	q31.3
ENSG00000226306	q31.2
ENSG00000214485	q32
ENSG00000182578	q32
ENSG00000112983	q31.2
ENSG00000278970	q35.3
ENSG00000245060	q35.3
ENSG00000231585	q31.1
ENSG00000234758	q31.1
ENSG00000253798	q33.3
ENSG00000164463	q35.1
ENSG00000189127	q14.1
ENSG00000145604	p13.2
ENSG00000134352	q11.2
ENSG00000164338	q13.2
ENSG00000250060	p15.31
ENSG00000249017	q21.1
ENSG00000213864	q13.1
ENSG00000113272	q33.3
ENSG00000249577	q23.2
ENSG00000271766	q23.2
ENSG00000250859	q23.2
ENSG00000250749	q35.3
ENSG00000249851	q31.2
ENSG00000146013	q31.2
ENSG00000251366	q14.1
ENSG00000251221	q14.1
ENSG00000250974	p15.31
ENSG00000248775	p15.31
ENSG00000247372	q13.3
ENSG00000253439	q35.1
ENSG00000043462	q35.1
ENSG00000249977	q15
ENSG00000246422	q31.3
ENSG00000249085	q13.2
ENSG00000242602	q13.2
ENSG00000250331	q15
ENSG00000131504	q31.3
ENSG00000254138	p13.3
ENSG00000113361	p13.3
ENSG00000113649	q32
ENSG00000250482	p13.3
ENSG00000253558	q14.1
ENSG00000249372	q14.1
ENSG00000132842	q14.1
ENSG00000254200	q35.1
ENSG00000164362	p15.33
ENSG00000118990	q34
ENSG00000168269	q35.1
ENSG00000248931	q15
ENSG00000068796	q12.1
ENSG00000183072	q35.1
ENSG00000270989	q35.2
ENSG00000152700	q31.1
ENSG00000271904	q14.3
ENSG00000250306	q14.3
ENSG00000164318	p13.2
ENSG00000247828	q14.3
ENSG00000113638	p13.1
ENSG00000251193	q15
ENSG00000234511	q35.1
ENSG00000197043	q33.1
ENSG00000113387	p13.3
ENSG00000244073	p13.2
ENSG00000241991	q12.1
ENSG00000268942	q12.1
ENSG00000164587	q33.1
ENSG00000253572	q14.1
ENSG00000145675	q13.1
ENSG00000240436	q12.1
ENSG00000113615	q31.1
ENSG00000250346	q32
ENSG00000186105	q12.1
ENSG00000082213	p13.3
ENSG00000086200	q12.1
ENSG00000275038	q35.1
ENSG00000164438	q35.1
ENSG00000213393	q35.1
ENSG00000251211	q35.3
ENSG00000254256	q35.1
ENSG00000244234	q35.3
ENSG00000254012	q35.1
ENSG00000173926	q23.2
ENSG00000248202	q15
ENSG00000173221	q15
ENSG00000035499	q12.1
ENSG00000250240	q15
ENSG00000164292	q15
ENSG00000249101	q15
ENSG00000086189	q12.1
ENSG00000251303	q12.1
ENSG00000175309	q35.3
ENSG00000248901	q15
ENSG00000197451	q35.3
ENSG00000248673	q13.3
ENSG00000253536	q13.2
ENSG00000255647	q14.3
ENSG00000145734	q13.2
ENSG00000248757	q21.2
ENSG00000176055	q14.3
ENSG00000113356	q14.3
ENSG00000113758	q35.3
ENSG00000251306	q11.2
ENSG00000247345	q11.2
ENSG00000276214	q11.2
ENSG00000214244	q12.1
ENSG00000247911	q13.2
ENSG00000152931	q12.1
ENSG00000248935	q12.1
ENSG00000213896	q12.1
ENSG00000153914	q12.3
ENSG00000272112	q33.1
ENSG00000251348	q15
ENSG00000205279	q23.2
ENSG00000248799	q23.2
ENSG00000250330	q14.1
ENSG00000132840	q14.1
ENSG00000169223	q35.3
ENSG00000218227	q35.3
ENSG00000145911	q35.3
ENSG00000239393	q35.3
ENSG00000253744	q12.3
ENSG00000170606	q31.1
ENSG00000113262	q35.3
ENSG00000254035	q35.3
ENSG00000254158	q35.3
ENSG00000204661	q35.3
ENSG00000234284	q35.3
ENSG00000228259	q35.3
ENSG00000250999	q35.3
ENSG00000127022	q35.3
ENSG00000204659	q35.3
ENSG00000225051	q35.3
ENSG00000164616	q31.1
ENSG00000249270	q11.2
ENSG00000279470	q11.2
ENSG00000145826	q31.1
ENSG00000248789	q11.2
ENSG00000244621	q11.2
ENSG00000250472	q22.3
ENSG00000152503	q22.3
ENSG00000172497	q14.1
ENSG00000250827	q11.2
ENSG00000145721	q15
ENSG00000058729	q15
ENSG00000236714	q31.3
ENSG00000251054	q15
ENSG00000249761	q15
ENSG00000251513	q15
ENSG00000251389	q15
ENSG00000248758	q15
ENSG00000253366	q13.2
ENSG00000254335	q13.2
ENSG00000249312	q23.3
ENSG00000235275	q23.2
ENSG00000251421	q23.2
ENSG00000250862	q23.2
ENSG00000253807	q23.2
ENSG00000248600	q23.2
ENSG00000251214	q23.2
ENSG00000249418	q23.3
ENSG00000205089	q31.1
ENSG00000164402	q31.1
ENSG00000244192	q23.3
ENSG00000155858	q33.3
ENSG00000172058	q13.2
ENSG00000250405	q23.3
ENSG00000253630	q33.3
ENSG00000250958	q21.1
ENSG00000250682	q21.1
ENSG00000247402	q21.1
ENSG00000245937	q23.3
ENSG00000230561	q23.2
ENSG00000250603	q23.2
ENSG00000251032	q23.2
ENSG00000113441	q15
ENSG00000248955	q23.3
ENSG00000250438	q23.2
ENSG00000022355	q34
ENSG00000170085	q35.2
ENSG00000280318	q35.1
ENSG00000251667	q35.2
ENSG00000214357	q35.1
ENSG00000169567	q23.3
ENSG00000253683	q35.1
ENSG00000253445	q35.1
ENSG00000213386	q35.1
ENSG00000253736	q35.1
ENSG00000120129	q35.1
ENSG00000253295	q35.1
ENSG00000186687	q23.3
ENSG00000220157	q14.1
ENSG00000271715	p15.2
ENSG00000164237	p15.2
ENSG00000249405	q11.1
ENSG00000270830	q11.1
ENSG00000251601	q11.1
ENSG00000145901	q33.1
ENSG00000039319	q14.1
ENSG00000249878	q12.1
ENSG00000248199	q12.1
ENSG00000280251	p15.31
ENSG00000249486	p15.31
ENSG00000280369	p15.2
ENSG00000259802	p15.2
ENSG00000272049	p15.31
ENSG00000245729	p15.31
ENSG00000247516	p15.31
ENSG00000251549	p15.31
ENSG00000249159	p15.31
ENSG00000279075	p15.31
ENSG00000250037	p15.31
ENSG00000164509	q11.2
ENSG00000279584	q31.1
ENSG00000120727	q31.2
ENSG00000272742	q31.2
ENSG00000170482	q31.2
ENSG00000250309	q33.1
ENSG00000164591	q33.1
ENSG00000232615	p15.33
ENSG00000271119	p15.33
ENSG00000188002	p15.33
ENSG00000248126	p15.33
ENSG00000271378	p13.2
ENSG00000228212	p13.2
ENSG00000197603	p13.2
ENSG00000171495	p13.1
ENSG00000113407	p13.3
ENSG00000250099	p14.1
ENSG00000248156	p14.1
ENSG00000241829	p13.2
ENSG00000250140	p13.2
ENSG00000272323	p13.2
ENSG00000205838	p13.2
ENSG00000206077	p15.33
ENSG00000239615	q31.1
ENSG00000248568	q32
ENSG00000270904	q33.1
ENSG00000186335	q33.1
ENSG00000249689	q31.2
ENSG00000245317	q35.3
ENSG00000161010	q35.3
ENSG00000249215	q31.2
ENSG00000134982	q22.2
ENSG00000215217	p15.31
ENSG00000124275	p15.31
ENSG00000271897	p24.1
ENSG00000271755	p22.1
ENSG00000244041	p25.2
ENSG00000224846	p25.2
ENSG00000271361	p25.2
ENSG00000124588	p25.2
ENSG00000275846	p22.2
ENSG00000230056	p22.1
ENSG00000261584	p22.2
ENSG00000181705	q14.1
ENSG00000216352	q14.1
ENSG00000243307	p22.2
ENSG00000241549	p22.2
ENSG00000111843	p24.2
ENSG00000112773	q14.1
ENSG00000124614	p21.31
ENSG00000227502	q21
ENSG00000234484	q23.2
ENSG00000187472	q16.1
ENSG00000189007	q24.2
ENSG00000269293	p22.1
ENSG00000271488	q23.2
ENSG00000261839	p22.1
ENSG00000196812	p22.1
ENSG00000174156	p12.2
ENSG00000204694	p22.1
ENSG00000175967	q21
ENSG00000200198	q21
ENSG00000201519	p22.3
ENSG00000252228	p22.1
ENSG00000251608	p22.1
ENSG00000199715	p22.3
ENSG00000243729	p22.1
ENSG00000281428	p22.3
ENSG00000253010	p12.1
ENSG00000200706	p21.2
ENSG00000252697	q14.3
ENSG00000242865	p12.1
ENSG00000265123	p21.31
ENSG00000252498	q14.1
ENSG00000265527	p21.31
ENSG00000266252	p25.2
ENSG00000263734	q15
ENSG00000277593	p22.2
ENSG00000221455	q16.1
ENSG00000280236	p22.1
ENSG00000242989	p23
ENSG00000252761	p21.33
ENSG00000266494	p21.1
ENSG00000252106	p21.31
ENSG00000221336	q24.1
ENSG00000281606	q22.1
ENSG00000207131	q15
ENSG00000239472	p25.1
ENSG00000221456	q25.3
ENSG00000277231	q23.3
ENSG00000266183	p21.33
ENSG00000221021	q26
ENSG00000222958	q27
ENSG00000200895	q23.2
ENSG00000221635	p21.31
ENSG00000276824	p21.31
ENSG00000206745	p21.1
ENSG00000201683	p22.3
ENSG00000200926	q21
ENSG00000201048	p24.2
ENSG00000222971	q24.3
ENSG00000202343	q25.1
ENSG00000207023	q13
ENSG00000280624	p25.1
ENSG00000201185	p25.1
ENSG00000216519	q23.3
ENSG00000202103	q14.3
ENSG00000207403	q22.31
ENSG00000212065	q11.1
ENSG00000206910	q25.3
ENSG00000280824	p21.2
ENSG00000223335	p21.32
ENSG00000252767	p21.2
ENSG00000252309	q14.2
ENSG00000280950	p22.1
ENSG00000223286	q25.2
ENSG00000264878	p21.31
ENSG00000263533	q14.1
ENSG00000223169	q14.1
ENSG00000206598	q22.31
ENSG00000241391	q25.1
ENSG00000263705	p24.3
ENSG00000221345	q13
ENSG00000280696	p22.1
ENSG00000264321	q25.2
ENSG00000281765	q15
ENSG00000201807	q23.3
ENSG00000222652	q14.1
ENSG00000238420	q21
ENSG00000265226	q16.2
ENSG00000280723	q21
ENSG00000271899	q25.3
ENSG00000251916	p21.32
ENSG00000201309	q23.2
ENSG00000184486	q16.1
ENSG00000199360	q21
ENSG00000240997	q15
ENSG00000281258	p22.1
ENSG00000207769	p21.1
ENSG00000222248	p25.2
ENSG00000263894	p21.2
ENSG00000281447	p22.3
ENSG00000243439	p25.3
ENSG00000265439	p21.1
ENSG00000264884	q13
ENSG00000273790	q22.33
ENSG00000265294	p21.33
ENSG00000200295	q21
ENSG00000266682	q12
ENSG00000260418	q23.3
ENSG00000238963	q25.2
ENSG00000199036	p21.32
ENSG00000251969	q23.3
ENSG00000200597	p21.2
ENSG00000266675	q12
ENSG00000200091	q14.1
ENSG00000207632	q22.32
ENSG00000216015	q22.31
ENSG00000200816	p21.33
ENSG00000242014	p21.31
ENSG00000251946	p12.1
ENSG00000200522	q21
ENSG00000271765	q23.3
ENSG00000252215	q21
ENSG00000223203	q24.2
ENSG00000252743	p21.33
ENSG00000252944	q16.3
ENSG00000252487	q25.1
ENSG00000222121	q23.3
ENSG00000207076	p21.1
ENSG00000266128	q26
ENSG00000207394	p22.3
ENSG00000266180	q13
ENSG00000200040	q14.1
ENSG00000221492	p22.3
ENSG00000207982	q22.31
ENSG00000207689	q23.3
ENSG00000276746	p21.31
ENSG00000201523	p22.3
ENSG00000277797	q14.1
ENSG00000207422	q25.1
ENSG00000232031	q14.1
ENSG00000199932	q22.31
ENSG00000264017	q15
ENSG00000199630	q15
ENSG00000206886	q14.1
ENSG00000226089	q14.1
ENSG00000261189	p24.3
ENSG00000266245	q27
ENSG00000251882	q22.1
ENSG00000146233	p12.3
ENSG00000239964	p21.31
ENSG00000201386	q21
ENSG00000252949	p22.3
ENSG00000207180	q13
ENSG00000251864	p21.2
ENSG00000240961	q15
ENSG00000207371	p21.1
ENSG00000252918	q21
ENSG00000201464	q14.1
ENSG00000124701	p21.1
ENSG00000252137	q14.1
ENSG00000201442	p22.3
ENSG00000212229	q12
ENSG00000273817	q22.1
ENSG00000266330	p21.31
ENSG00000221796	q24.3
ENSG00000199246	q25.2
ENSG00000277402	p21.33
ENSG00000222677	q21
ENSG00000206717	p21.31
ENSG00000252676	q15
ENSG00000206702	p24.1
ENSG00000251768	q22.33
ENSG00000274037	q13
ENSG00000252560	q23.2
ENSG00000206982	q22.33
ENSG00000238621	p22.2
ENSG00000278571	q25.3
ENSG00000201754	p21.33
ENSG00000275072	q14.3
ENSG00000238628	q15
ENSG00000216101	p21.33
ENSG00000238367	q16.1
ENSG00000264085	p21.32
ENSG00000266617	q25.3
ENSG00000263926	p21.2
ENSG00000212525	q21
ENSG00000219074	p12.1
ENSG00000199523	q27
ENSG00000252457	p12.3
ENSG00000276680	q24.2
ENSG00000217379	p22.3
ENSG00000222649	q22.31
ENSG00000265362	q13
ENSG00000212101	q25.2
ENSG00000212240	p22.1
ENSG00000264814	q25.2
ENSG00000264241	p21.31
ENSG00000201483	p24.3
ENSG00000251814	q22.1
ENSG00000200427	q14.3
ENSG00000238490	q21
ENSG00000213078	q25.3
ENSG00000212532	p12.3
ENSG00000277473	p24.1
ENSG00000199080	p12.2
ENSG00000265700	p21.1
ENSG00000222806	q25.2
ENSG00000218631	q25.3
ENSG00000171611	p21.1
ENSG00000251877	p22.1
ENSG00000243313	p21.2
ENSG00000252901	p22.1
ENSG00000280324	q11.1
ENSG00000238697	q14.1
ENSG00000223039	q25.1
ENSG00000281512	p22.1
ENSG00000265654	q27
ENSG00000202050	p22.3
ENSG00000238921	q23.3
ENSG00000276712	p21.31
ENSG00000276617	q22.31
ENSG00000264238	p22.2
ENSG00000278899	q25.1
ENSG00000201680	p21.33
ENSG00000221697	p21.31
ENSG00000275446	p12.1
ENSG00000201207	p21.33
ENSG00000200058	q23.2
ENSG00000273960	p22.1
ENSG00000252444	q21
ENSG00000201379	q22.31
ENSG00000222145	q15
ENSG00000221500	q23.2
ENSG00000222894	p21.33
ENSG00000199289	p22.2
ENSG00000206856	q24.1
ENSG00000276793	p22.1
ENSG00000272445	q14.1
ENSG00000277026	q13
ENSG00000266509	p21.31
ENSG00000199851	p22.1
ENSG00000280547	p22.2
ENSG00000238386	q13
ENSG00000264410	q12
ENSG00000281441	q11.1
ENSG00000265669	q23.2
ENSG00000222800	p22.1
ENSG00000223063	p21.31
ENSG00000221559	q21
ENSG00000281851	p22.1
ENSG00000281694	q14.1
ENSG00000096395	p21.31
ENSG00000212147	q21
ENSG00000251965	q12
ENSG00000275010	p21.32
ENSG00000253037	q21
ENSG00000223321	p24.1
ENSG00000264594	p21.33
ENSG00000206681	q27
ENSG00000212295	q25.3
ENSG00000252125	q21
ENSG00000202069	q13
ENSG00000275856	p22.1
ENSG00000275859	p25.3
ENSG00000252107	q24.1
ENSG00000266776	p21.33
ENSG00000265558	q25.3
ENSG00000200799	q21
ENSG00000277346	p21.33
ENSG00000221312	q12
ENSG00000200681	p22.3
ENSG00000202119	q25.1
ENSG00000207300	q23.3
ENSG00000238789	q25.3
ENSG00000244710	q21
ENSG00000276745	p22.2
ENSG00000263649	p21.32
ENSG00000207604	p12.2
ENSG00000201023	q21
ENSG00000240606	q22.31
ENSG00000223044	q14.1
ENSG00000204387	p21.33
ENSG00000281199	q15
ENSG00000265642	p22.3
ENSG00000252658	q25.3
ENSG00000200732	q22.31
ENSG00000212579	p21.31
ENSG00000238594	q25.1
ENSG00000238987	p23
ENSG00000264687	p23
ENSG00000202283	q16.3
ENSG00000221988	p21.32
ENSG00000277772	q25.3
ENSG00000252249	q16.1
ENSG00000252512	p21.33
ENSG00000252218	p21.1
ENSG00000276770	p21.1
ENSG00000281746	p11.2
ENSG00000240625	p21.1
ENSG00000201658	p21.33
ENSG00000263481	q25.1
ENSG00000280184	q24.3
ENSG00000206671	p22.1
ENSG00000275020	q16.3
ENSG00000276019	p24.3
ENSG00000207775	p22.3
ENSG00000222659	q22.31
ENSG00000280964	p22.2
ENSG00000281304	p21.31
ENSG00000161912	p21.1
ENSG00000281435	p22.1
ENSG00000278512	p21.32
ENSG00000240641	p12.2
ENSG00000237154	p22.1
ENSG00000200492	q15
ENSG00000244618	p22.3
ENSG00000243373	q25.3
ENSG00000266485	q21
ENSG00000281088	q21
ENSG00000253017	p22.2
ENSG00000202241	p21.33
ENSG00000252156	q14.1
ENSG00000222445	q22.32
ENSG00000271986	q13
ENSG00000201292	q27
ENSG00000207247	q23.3
ENSG00000275100	q14.1
ENSG00000263608	p21.33
ENSG00000202313	p24.2
ENSG00000281147	q14.3
ENSG00000242560	q16.1
ENSG00000265419	q16.1
ENSG00000146409	q23.2
ENSG00000280871	p22.1
ENSG00000276404	p21.31
ENSG00000221583	p24.3
ENSG00000201119	q24.3
ENSG00000206474	p22.1
ENSG00000206977	p21.1
ENSG00000201988	p21.33
ENSG00000266793	p12.1
ENSG00000263572	p25.1
ENSG00000277881	p22.1
ENSG00000252244	q25.1
ENSG00000222895	p21.33
ENSG00000112462	p22.1
ENSG00000211983	q21
ENSG00000207827	q13
ENSG00000275271	p24.3
ENSG00000252615	q25.1
ENSG00000222431	p22.3
ENSG00000201939	q25.2
ENSG00000243124	q14.3
ENSG00000265828	q27
ENSG00000201330	p22.1
ENSG00000251830	p22.3
ENSG00000266595	q25.2
ENSG00000200594	q25.2
ENSG00000264056	p12.1
ENSG00000238412	q16.1
ENSG00000201823	p21.33
ENSG00000252431	q25.1
ENSG00000223191	q25.3
ENSG00000266875	q23.2
ENSG00000280826	p22.1
ENSG00000206908	p12.1
ENSG00000276165	q16.3
ENSG00000201785	p21.33
ENSG00000266750	p25.2
ENSG00000252554	q22.33
ENSG00000265498	q13
ENSG00000276643	q27
ENSG00000201613	q22.32
ENSG00000207577	q21
ENSG00000241162	q21
ENSG00000212468	p21.1
ENSG00000200248	q22.1
ENSG00000202044	q25.2
ENSG00000207431	q21
ENSG00000280628	p22.1
ENSG00000207193	p22.3
ENSG00000212336	q14.1
ENSG00000276301	q22.33
ENSG00000277264	p21.32
ENSG00000201367	p22.3
ENSG00000238610	p22.1
ENSG00000274603	q16.2
ENSG00000278612	q27
ENSG00000206960	p23
ENSG00000252711	p12.3
ENSG00000253026	p12.1
ENSG00000252891	q15
ENSG00000238616	q25.1
ENSG00000206672	q12
ENSG00000202200	q22.33
ENSG00000200314	q21
ENSG00000244297	p21.2
ENSG00000206857	q22.31
ENSG00000202198	p12.2
ENSG00000207286	p22.2
ENSG00000266032	q21
ENSG00000206875	p21.1
ENSG00000273631	q24.1
ENSG00000212242	q23.3
ENSG00000274494	p21.33
ENSG00000207461	q22.1
ENSG00000222686	q14.3
ENSG00000238648	p22.1
ENSG00000199938	p21.2
ENSG00000206974	q21
ENSG00000207292	q25.1
ENSG00000266073	q12
ENSG00000221469	q25.1
ENSG00000199094	q13
ENSG00000207419	p24.1
ENSG00000266619	p21.1
ENSG00000212586	p21.2
ENSG00000206754	q23.2
ENSG00000223291	p24.1
ENSG00000281052	p22.2
ENSG00000280713	p22.3
ENSG00000263514	q24.1
ENSG00000266555	q24.1
ENSG00000265764	p22.1
ENSG00000206881	p22.3
ENSG00000212066	p21.32
ENSG00000199332	p21.33
ENSG00000207345	q24.3
ENSG00000221332	q14.1
ENSG00000201012	q23.3
ENSG00000277822	q23.3
ENSG00000223001	q15
ENSG00000112303	q23.2
ENSG00000251988	q25.3
ENSG00000199762	p12.3
ENSG00000207490	p22.2
ENSG00000276942	q22.31
ENSG00000264390	q24.1
ENSG00000281140	p22.2
ENSG00000278392	q24.2
ENSG00000274694	p21.32
ENSG00000273744	q21
ENSG00000202285	q21
ENSG00000240869	p22.3
ENSG00000207499	q21
ENSG00000263426	p22.1
ENSG00000199290	p22.1
ENSG00000280685	q26
ENSG00000212333	q22.1
ENSG00000207309	q16.1
ENSG00000280458	p23
ENSG00000202386	q21
ENSG00000221599	q22.1
ENSG00000211530	q13
ENSG00000199944	q21
ENSG00000264609	q13
ENSG00000207392	q25.3
ENSG00000199303	q16.2
ENSG00000281411	q25.2
ENSG00000212017	p11.2
ENSG00000266807	q23.2
ENSG00000240733	p21.31
ENSG00000200957	p22.3
ENSG00000281724	p22.2
ENSG00000265516	q22.1
ENSG00000223322	q25.1
ENSG00000238554	p21.2
ENSG00000212099	q13
ENSG00000277810	q25.2
ENSG00000278773	p22.1
ENSG00000047579	p22.3
ENSG00000201628	q25.1
ENSG00000278564	q12
ENSG00000202441	p21.32
ENSG00000201015	q12
ENSG00000221267	p21.33
ENSG00000275849	p21.1
ENSG00000265236	p21.33
ENSG00000222764	q24.1
ENSG00000202351	p23
ENSG00000222713	q22.1
ENSG00000212587	q21
ENSG00000222078	q15
ENSG00000239953	p21.2
ENSG00000278104	p22.1
ENSG00000200534	q23.2
ENSG00000207044	q21
ENSG00000252990	p21.2
ENSG00000276943	q23.3
ENSG00000266556	q23.1
ENSG00000263712	p22.3
ENSG00000265083	p25.1
ENSG00000281823	p22.2
ENSG00000222383	p24.2
ENSG00000218896	q24.2
ENSG00000201555	p21.33
ENSG00000281834	p21.31
ENSG00000206848	p21.1
ENSG00000263479	q16.1
ENSG00000263378	q13
ENSG00000240936	p25.1
ENSG00000112640	p21.1
ENSG00000281329	q25.2
ENSG00000274061	q12
ENSG00000265518	p21.1
ENSG00000266760	q15
ENSG00000202438	q23.1
ENSG00000212176	p21.1
ENSG00000206715	q15
ENSG00000276877	p21.33
ENSG00000239316	q15
ENSG00000201291	q14.1
ENSG00000216072	p12.1
ENSG00000187626	p22.1
ENSG00000198937	p21.2
ENSG00000264206	q11.2
ENSG00000213654	p21.32
ENSG00000221470	q14.1
ENSG00000204351	p21.33
ENSG00000124491	p25.1
ENSG00000233823	q25.1
ENSG00000096696	p24.3
ENSG00000272810	p22.2
ENSG00000137225	p21.1
ENSG00000224447	p22.2
ENSG00000273997	q24.3
ENSG00000164418	q16.3
ENSG00000229281	p22.1
ENSG00000219298	q25.1
ENSG00000231120	q25.1
ENSG00000124508	p22.2
ENSG00000225092	p24.3
ENSG00000220483	q12
ENSG00000233859	q12
ENSG00000200340	p12.3
ENSG00000263391	p22.3
ENSG00000281452	p22.2
ENSG00000137161	p21.1
ENSG00000253809	q13
ENSG00000237567	q21
ENSG00000219088	q21
ENSG00000182793	p12.2
ENSG00000112365	q21
ENSG00000112280	q13
ENSG00000124610	p22.2
ENSG00000124570	p25.2
ENSG00000082269	q13
ENSG00000232940	p21.32
ENSG00000244067	p12.2
ENSG00000233064	p25.1
ENSG00000238221	p24.3
ENSG00000219375	p24.3
ENSG00000233085	q27
ENSG00000230570	p24.3
ENSG00000146477	q25.3
ENSG00000220472	p24.3
ENSG00000224999	q27
ENSG00000226194	q27
ENSG00000218265	p23
ENSG00000272848	q27
ENSG00000275419	q25.2
ENSG00000281602	q14.1
ENSG00000220181	q25.2
ENSG00000219146	q25.2
ENSG00000231316	q25.2
ENSG00000242753	p24.2
ENSG00000252046	p22.3
ENSG00000204439	p21.33
ENSG00000280148	q24.2
ENSG00000112234	q16.2
ENSG00000270890	q24.2
ENSG00000154079	q13
ENSG00000172738	p21.2
ENSG00000196284	p21.1
ENSG00000197261	p12.3
ENSG00000271967	q13
ENSG00000270828	q24.3
ENSG00000232389	q13
ENSG00000227198	p21.33
ENSG00000183807	q22.1
ENSG00000135521	q24.2
ENSG00000218870	q13
ENSG00000270638	q24.3
ENSG00000280135	q21
ENSG00000112425	q24.3
ENSG00000065491	p21.2
ENSG00000204469	p21.33
ENSG00000135596	q21
ENSG00000186231	q16.1
ENSG00000229495	q14.1
ENSG00000237923	p21.33
ENSG00000008197	p12.3
ENSG00000218020	p24.2
ENSG00000233351	q22.33
ENSG00000137337	p21.33
ENSG00000220744	q22.33
ENSG00000217482	q23.3
ENSG00000220583	p21.31
ENSG00000272325	p21.31
ENSG00000275714	p22.2
ENSG00000270800	p21.31
ENSG00000217334	q14.3
ENSG00000223501	p21.32
ENSG00000216998	p12.3
ENSG00000217539	p22.1
ENSG00000196569	q22.33
ENSG00000217315	p22.1
ENSG00000233534	q23.3
ENSG00000231028	q23.3
ENSG00000261080	p21.1
ENSG00000155115	q21
ENSG00000226540	q23.3
ENSG00000219384	p21.1
ENSG00000277769	p21.1
ENSG00000213880	p22.1
ENSG00000276156	p21.1
ENSG00000236378	q23.3
ENSG00000229776	p21.33
ENSG00000112763	p22.2
ENSG00000112137	p24.1
ENSG00000235994	q27
ENSG00000007944	p22.3
ENSG00000277973	q23.3
ENSG00000213066	q27
ENSG00000171408	q23.3
ENSG00000230845	p12.2
ENSG00000225613	p12.2
ENSG00000164508	p22.2
ENSG00000230375	p12.2
ENSG00000112115	p12.2
ENSG00000237596	q23.3
ENSG00000055208	q25.1
ENSG00000279546	p21.33
ENSG00000096088	p21.1
ENSG00000111799	q14.1
ENSG00000220556	p21.2
ENSG00000198738	q14.3
ENSG00000196376	q22.2
ENSG00000153975	q22.1
ENSG00000218565	q24.1
ENSG00000257065	q24.2
ENSG00000235740	q24.2
ENSG00000125337	q27
ENSG00000205625	q25.2
ENSG00000231925	p21.32
ENSG00000213089	q25.1
ENSG00000120278	q25.1
ENSG00000164442	q24.1
ENSG00000204301	p21.32
ENSG00000230202	q22.2
ENSG00000156639	p21.2
ENSG00000112419	q24.2
ENSG00000275550	p21.2
ENSG00000226079	q22.1
ENSG00000218180	q22.31
ENSG00000219135	q22.31
ENSG00000034693	q24.2
ENSG00000229896	p24.1
ENSG00000112306	q23.2
ENSG00000095951	p24.1
ENSG00000220537	q14.1
ENSG00000146242	q14.1
ENSG00000112333	q21
ENSG00000203778	q21
ENSG00000228559	p21.31
ENSG00000278637	p22.2
ENSG00000279941	p22.1
ENSG00000168787	p22.1
ENSG00000180822	p25.2
ENSG00000238099	q24.1
ENSG00000279892	q11.1
